"GSM2552104"	"GSM2552105"	"GSM2552106"	"GSM2552107"	"GSM2552108"	"GSM2552109"	"GSM2552110"	"GSM2552111"	"GSM2552112"	"GSM2552113"	"GSM2552114"	"GSM2552115"	"GSM2552116"	"GSM2552117"	"GSM2552118"	"GSM2552119"	"GSM2552120"	"GSM2552121"	"GSM2552122"	"GSM2552123"	"GSM2552124"	"GSM2552125"	"GSM2552126"	"GSM2552127"	"GSM2552128"	"GSM2552129"	"GSM2552130"	"GSM2552131"	"GSM2552132"	"GSM2552133"	"GSM2552134"	"GSM2552135"	"GSM2552136"	"GSM2552137"	"GSM2552138"	"GSM2552139"	"GSM2552140"	"GSM2552141"	"GSM2552142"
"hsa_miR_5189_5p"	4.384621	3.21254	2.270733	3.476988	3.848737	2.421699	2.637889	3.612392	3.921035	3.654935	4.00313	4.45901	5.01389	3.877781	3.579437	4.873496	3.772038	2.296016	2.664414	3.674282	1.765124	3.211381	3.78098	3.652569	3.94789	3.022124	4.072591	3.144178	3.932922	2.09984	3.561622	4.271444	3.463343	3.821941	4.888599	5.110084	2.454556	4.557323	4.055544
"hsa_miR_5189_3p"	0.8914415	0.9582109	0.6944792	1.195986	0.8397324	1.065861	0.8153455	0.7045542	0.8078455	1.158882	0.8106246	0.9446068	1.27996	0.5762278	1.012481	1.072765	1.189465	0.576985	0.8863932	0.7506764	0.7874757	0.9702941	0.7589031	0.9180241	0.6366172	1.148047	0.7577528	1.102728	0.8389752	0.7197603	0.7870612	0.7292799	0.8397324	0.9835544	0.6616377	0.7671078	0.6366172	0.900596	0.8900551
"hsa_miR_5190"	1.129037	0.9582108	1.317412	1.631172	1.464517	1.469465	1.565152	1.828087	1.910431	1.660384	1.047766	1.505585	1.244482	1.320679	1.593272	1.65188	1.138133	0.948905	0.9856578	1.706327	0.7839646	1.776577	1.562877	1.678226	0.851309	1.26897	1.16156	1.351905	1.185552	1.582425	1.434114	1.142075	1.42306	0.7761865	1.042538	1.660384	0.6799214	1.004755	1.208107
"hsa_miR_5191"	1.262456	1.27912	0.7356009	1.043068	1.385373	1.169665	1.09007	1.002328	1.713457	0.8261455	0.8204571	0.913477	1.040878	0.9182226	1.411564	0.8471933	0.6973929	1.816919	1.055238	1.367705	1.177842	1.04461	1.07631	1.28479	1.423216	0.8017368	0.9119624	1.070841	0.7314427	0.8615308	1.055238	0.8327788	1.144505	1.16298	1.059032	1.066518	0.6894193	1.422107	0.8327788
"hsa_miR_5192"	1.276924	0.8266378	0.871021	0.9112163	0.754891	0.7115387	0.8675333	1.09241	1.343676	0.9879236	1.231176	1.366887	0.9682566	0.5224332	1.240986	0.9188058	0.8869895	1.413003	0.938581	1.150345	1.047859	0.5267616	1.07836	0.7082117	1.319065	1.312042	0.9655823	0.8249744	0.9879236	0.7748718	0.8590081	0.909021	0.9254232	0.5449009	1.173115	0.9914985	0.9548271	0.656744	0.6596366
"hsa_miR_5193"	1.17079	1.9484	1.132889	1.055238	1.194924	0.88729	1.317216	0.9896765	1.401428	1.012509	1.190516	0.794966	1.346981	1.680804	1.08026	1.237139	0.8639169	1.075988	1.28251	1.075988	1.111739	1.250194	1.071092	1.403616	0.8320024	1.619499	1.451763	1.427948	1.33461	2.00921	1.170848	1.495723	1.077286	1.050576	1.465828	1.044651	1.027389	0.8285784	1.070954
"hsa_miR_5194"	0.8591167	0.8392128	1.14752	0.9698462	0.8613253	1.340827	1.242758	1.240434	0.9626883	1.48111	1.212383	1.552781	1.248073	1.144359	0.9398021	1.162681	1.4749	0.7652674	0.8466157	1.344421	1.177842	1.176739	0.8992577	1.125204	1.636994	1.294276	1.033766	1.044748	1.688104	0.7424347	1.875456	1.012032	1.318724	0.8662758	0.9380097	1.188321	0.9564437	1.181344	1.119944
"hsa_miR_5195_5p"	1.154323	1.434077	1.024867	0.8556374	1.001164	1.282653	0.9842064	1.340624	0.9660899	1.040878	0.9688691	1.332612	0.7176977	1.52765	0.9417192	1.075458	0.9124798	1.25699	0.8466157	1.163639	1.175216	1.449392	1.102089	1.14752	1.153155	1.641366	1.172592	1.414358	1.084973	1.132721	1.213482	1.180297	0.8394971	0.9862475	1.188903	1.583756	1.208456	0.6567441	0.9294815
"hsa_miR_5195_3p"	2.389812	1.30252	2.065444	1.59283	2.222646	0.8362005	1.144811	2.641996	2.049189	2.742178	2.89911	3.61729	3.452485	3.491596	0.7652025	2.752051	1.850428	2.385283	1.055238	1.757277	1.177842	1.588272	2.066076	2.05406	1.31005	3.445111	2.571208	2.027461	1.438898	1.535028	2.637965	1.238981	2.17561	1.960847	4.670075	1.578917	1.276681	2.30431	1.261478
"hsa_miR_5196_5p"	3.968477	2.739345	3.522207	3.649264	2.80324	2.718967	2.416286	3.733741	3.865413	2.735763	4.074446	3.015238	4.097486	2.959659	3.076818	4.534577	2.718364	2.024205	3.93364	4.580235	2.198937	1.590156	3.789367	4.8866	2.881927	4.382652	4.276032	2.918052	4.703972	3.499698	4.433581	3.043812	3.801195	2.953553	5.308824	4.483662	2.669785	4.549783	2.30151
"hsa_miR_5196_3p"	1.535704	0.6861429	1.14752	1.277819	1.6697	1.909498	1.329113	1.621048	1.001961	1.040878	1.438089	0.9480888	1.078942	0.7658372	0.9755646	1.058781	0.9199736	0.6147487	1.260075	1.000179	0.7528589	1.079324	0.7623851	1.060036	1.50737	1.435078	0.9663484	0.7525276	2.259974	0.9953778	1.572933	0.8736907	1.16955	1.193757	0.6657916	0.6592476	0.8381802	1.005719	0.984796
"hsa_miR_5197_5p"	1.200644	0.7395024	0.7649661	1.055238	0.6831895	1.061322	0.7395024	1.257733	0.7054102	0.708684	0.5527954	0.578613	0.4955072	0.9078434	0.6272205	0.6840923	1.065638	1.409617	0.7450818	0.8248527	0.9184848	0.8815088	1.021306	0.8022118	0.9108934	1.020949	0.6562188	0.8940539	0.6663661	0.7213922	0.6816776	1.010017	0.9783776	1.094637	0.7945163	0.5894046	0.7380855	0.5933882	0.7886946
"hsa_miR_5197_3p"	0.7526122	1.278734	0.6367586	0.9563954	0.8078454	1.14923	0.7417105	0.9877579	1.319531	0.9587759	1.212383	1.20863	0.9256416	0.7039879	1.107363	0.8532118	0.9181296	0.8957355	1.031452	1.033967	1.04936	0.7553183	1.254714	0.7743858	0.8927416	1.167206	0.9833966	0.7823594	0.7010353	1.016696	0.9289737	0.9226163	0.8078454	1.247946	0.9934357	0.9844161	1.277086	0.905913	0.7913862
"hsa_miR_4524b_5p"	0.9989555	0.6625806	0.8269879	0.94198	0.809504	1.033974	1.07716	0.8362005	0.8061868	1.105917	1.003727	0.9118184	0.9057145	0.9151356	1.04639	0.8387634	0.9289563	0.729432	1.262638	1.106134	1.133493	0.8558193	0.729432	0.809504	1.097319	1.084802	1.266311	0.890983	0.9050342	0.9995055	0.7854026	1.088404	0.8061868	0.679199	1.368578	0.6892799	0.9066928	0.6593069	0.7787493
"hsa_miR_4524b_3p"	0.8339065	0.8597971	1.17154	1.107189	0.6490344	0.9693599	0.9923802	0.6816146	0.7026382	0.6682079	0.8223166	0.913477	0.7621652	1.259609	0.9895411	0.7086958	0.7382593	0.3701453	0.8985674	0.6529384	1.155819	1.07836	0.5914328	0.8830116	1.118776	1.134191	0.3629943	0.5539665	0.8898777	0.8278262	1.063428	0.6709876	0.8078454	0.8002061	0.7933743	0.536423	0.6976095	0.5183676	0.8281382
"hsa_miR_5571_5p"	0.8603116	1.294739	1.942853	1.655702	1.461101	1.454323	1.384989	0.8681674	1.457967	1.003029	1.947332	0.9949645	1.399011	1.350691	1.170196	1.311141	1.221432	0.9551394	1.090856	0.807237	1.18874	1.07836	0.8144414	1.316756	1.199949	1.577925	1.269303	0.7361971	1.883804	1.207414	1.868057	1.384989	1.127157	1.36923	1.359138	1.102137	0.7250378	0.56448	1.592258
"hsa_miR_5571_3p"	0.9989555	0.7936953	0.7596484	1.025	0.7936953	0.6805136	0.8242877	0.6380255	0.7936953	0.9437153	0.8106246	0.9321289	0.826525	0.7277734	0.7618908	0.8220504	0.9664366	1.296851	1.062214	0.8979371	0.8546091	0.5105759	0.8992851	0.8632573	0.6942735	0.8242877	0.5114798	0.8121635	0.7862615	0.6829556	0.9053047	1.056776	0.8318928	0.7716932	0.7600984	0.8423331	0.8595926	0.7715147	0.8909571
"hsa_miR_5100"	6.071223	4.326824	5.471628	4.81637	4.649519	5.11276	6.695747	7.349122	5.079346	3.434979	6.801224	4.354973	6.980513	5.843154	5.289618	4.017715	5.982419	6.198809	5.003437	5.065607	5.360817	6.073475	5.515072	4.455669	5.03196	3.926386	5.367414	7.939413	4.825	5.338897	5.677905	6.469734	4.665851	3.043785	5.900473	7.466041	7.978415	5.121943	5.73393
"hsa_miR_5572"	2.369259	1.872015	1.555983	2.927037	2.871975	3.520789	2.860545	1.804753	3.385978	1.896461	3.819984	3.729692	3.746762	0.9841461	2.80324	1.847599	1.89312	2.090938	2.670686	3.520171	1.252732	1.187732	3.106367	2.875607	2.076254	3.457128	2.245399	1.782967	3.615274	2.637965	3.204021	3.666475	1.607763	1.795115	2.945554	2.131582	1.473587	1.935328	2.586167
"hsa_miR_548aq_5p"	0.9989555	1.157213	0.7661561	0.7416136	1.001164	0.710336	0.9048645	1.108562	1.220683	0.8830586	1.625142	0.6539426	0.9150133	0.9599423	1.088343	0.7764333	1.233686	0.7742387	0.7032094	1.144701	0.9914585	0.900626	0.67676	1.12697	1.034989	0.9563744	0.8521953	0.9348856	1.189465	0.9413969	0.6985502	0.9524955	0.8205582	1.259999	0.6443206	0.7374039	0.9050342	0.9449882	0.9872477
"hsa_miR_548aq_3p"	1.575459	1.590876	1.054264	1.629422	1.190967	1.027737	1.107813	1.084018	1.068005	1.046612	1.342672	0.9970762	1.244817	1.243281	1.010504	1.659448	1.749931	1.654033	1.336109	1.741753	1.250317	0.6904675	1.254714	1.326068	1.509819	0.9808202	1.66293	1.527739	1.3099	2.139499	1.055238	0.6698927	1.888848	1.83426	1.154323	1.5023	1.834519	0.6074903	1.26194
"hsa_miR_548ar_5p"	1.08691	0.6600178	0.7560775	1.06404	1.603538	1.188681	0.7950224	1.012729	1.064272	1.606549	1.11355	0.9557657	1.040878	0.8944169	0.9901532	1.18066	0.7204396	1.132466	0.8466157	0.7761865	0.8250753	0.992439	0.7463844	0.9050342	0.9070556	1.014827	0.9243963	1.055064	0.5409935	0.9417728	1.056423	1.428311	0.9871799	1.16298	1.094932	0.8651024	1.416847	0.8278262	1.190651
"hsa_miR_548ar_3p"	0.8603117	0.8823295	0.7740164	0.8769407	0.9252827	1.033974	1.185936	0.874616	0.6295415	1.266948	1.030599	0.6762463	0.5772228	1.037111	0.9438874	0.9122825	0.7880356	0.7661888	0.7328261	0.8522685	0.8584758	1.382267	0.8617941	0.8462608	0.8790635	0.6762463	0.4859174	0.9645022	1.040878	0.8572616	0.9413978	1.126293	0.940914	1.004483	1.339717	0.863917	1.325764	0.6295415	1.030969
"hsa_miR_548as_5p"	0.836179	0.9930093	1.00712	1.269661	1.354741	1.242825	1.134241	0.9960175	0.8426438	1.47564	1.015448	0.6551771	1.040878	0.9482754	1.409982	1.40463	0.7321913	0.7791212	0.8814141	0.7709387	0.9567183	0.6913519	1.114314	0.5213268	1.02649	1.117037	1.062013	0.8831724	0.9058588	1.001164	0.9371121	1.02649	1.294592	1.322796	0.7575496	0.863917	1.748188	0.8615675	0.8849807
"hsa_miR_548as_3p"	1.275299	1.201727	1.044952	0.8382597	1.001164	0.678685	1.105166	1.011544	0.9426699	1.021538	0.8993601	1.002213	1.311614	1.518981	1.139689	1.103559	0.978291	1.073887	1.115561	0.7375056	0.8728712	0.8348202	1.020234	1.146401	0.8971629	1.344849	0.8732815	1.37709	0.9288217	1.310442	1.166139	1.07836	0.758069	0.9703346	1.222406	0.6909386	0.8552579	1.055493	0.7457149
"hsa_miR_5579_5p"	0.7717311	1.095307	0.6491669	0.8769407	0.8676581	0.7497192	0.6884332	1.128945	1.017607	0.9182007	0.7717311	0.745399	0.7497192	0.7114222	0.847845	0.6884332	0.5638869	0.9164503	0.8466158	0.9512101	0.7564197	0.7741457	0.9767833	0.8441014	0.8537121	1.113928	0.6364193	1.107097	0.9412901	1.032853	0.8645868	1.114616	0.9277251	0.8078756	0.9471095	1.064893	0.6822557	1.214894	0.6421328
"hsa_miR_5579_3p"	1.144209	1.157593	0.9580147	0.77525	1.201644	0.8604977	1.660162	1.012184	1.181831	1.266948	1.001164	1.377212	0.8604203	0.9856883	0.9036028	0.6900011	0.817521	0.9641218	1.099839	0.8963147	1.450007	0.6870084	0.8414153	0.9629506	1.129399	0.8242877	0.8494886	1.033674	0.6317821	1.185409	0.7870612	0.9566555	0.9159037	0.9532105	0.8985741	0.8914185	0.9202445	0.7653523	1.185409
"hsa_miR_664b_5p"	5.640347	5.035184	5.043409	3.594086	6.390122	2.676486	3.185107	2.75785	5.740086	2.50181	2.185947	2.076427	3.466208	1.435512	2.8626	1.466368	4.021895	1.620084	3.481322	4.158335	5.848367	1.677808	1.444805	6.75455	1.880789	1.866022	3.403857	2.663165	5.649865	6.288862	4.062943	2.373035	6.257251	4.143415	3.801315	1.443241	1.80678	1.80915	1.684002
"hsa_miR_664b_3p"	2.35806	1.746488	1.183118	1.298447	1.441639	1.47445	5.233157	3.260132	2.382353	1.499773	1.900053	1.160192	2.084435	2.637866	2.113664	1.877633	3.998703	1.355266	1.476744	1.478044	1.898173	2.295875	1.639812	4.986593	2.359645	2.064868	2.085773	2.657097	2.214271	1.610971	5.108342	3.664508	3.279133	1.534766	1.366919	2.163773	1.702485	1.68125	1.361482
"hsa_miR_5580_5p"	0.8603117	0.8424773	0.545098	0.6947554	0.8078454	0.5593649	0.7098616	0.6734245	0.7108362	0.6573803	0.6543294	0.613057	1.093996	0.7251359	0.9971828	0.977558	0.7504145	0.8188681	0.7847231	0.8188681	0.6390179	1.33241	0.7808909	1.132999	0.8158742	0.937146	0.8107744	0.7132248	1.075029	1.054186	0.5290132	1.131478	0.8078454	0.5952178	0.9584106	0.524731	0.8532339	0.8133048	0.6939618
"hsa_miR_5580_3p"	1.146452	1.033312	0.8107023	0.952042	1.271102	1.033974	0.98419	1.696262	0.8042405	1.850625	1.288561	0.913477	0.8406751	0.9676833	0.7834747	0.983697	1.214909	0.995699	0.921717	1.050294	0.8269962	1.001657	0.6619978	1.501661	1.536437	1.15734	0.8339309	0.9645983	0.8078454	1.436262	1.131416	1.07836	0.9553419	1.097204	0.8952725	1.142696	1.336253	0.6758158	1.033974
"hsa_miR_5581_5p"	0.6604818	0.8133259	0.8695455	0.9316415	0.8078455	0.8362006	0.7935301	0.9895086	0.7534155	0.9864479	0.7185423	0.4074967	1.416059	0.5774561	1.013709	0.782759	0.863917	0.5774561	0.616676	0.804219	0.775804	0.8100522	0.8458161	0.8262054	1.122789	0.8242877	0.8575325	0.8339902	0.9373924	0.8278263	0.7870612	1.027015	0.9383096	0.804219	0.8097148	0.7232966	1.213685	0.9513139	0.6688768
"hsa_miR_5581_3p"	0.8701493	0.7764484	0.9383985	2.023633	2.038646	0.9172306	1.296752	1.225485	1.30252	1.175426	1.028756	1.092267	1.040878	1.926471	0.6122783	1.677353	0.711816	1.258483	1.345954	1.143661	1.044563	0.8817521	0.7441919	1.041843	0.7997841	1.272956	1.050842	0.8884202	1.369077	0.9623745	1.154082	1.168046	0.9928007	1.190571	0.961048	0.9984653	0.6833733	0.8554176	0.8588315
"hsa_miR_548at_5p"	0.7368788	1.069864	0.5663051	0.7760673	1.256187	0.9135613	1.249172	0.7930726	1.080536	0.5808444	1.08895	0.870349	1.078777	1.214644	0.9382229	0.917445	0.6542649	0.8051341	1.090779	0.9968817	1.016972	1.07836	1.080112	0.6200664	1.286542	0.6539667	0.7799639	1.070841	0.8095977	1.078525	0.7559813	0.8919809	0.9801299	0.6527536	1.38913	0.8861281	0.9272453	0.8295785	1.066032
"hsa_miR_548at_3p"	1.203233	1.112992	1.224385	0.7463027	1.314413	0.7302716	1.0331	1.131032	0.7056539	0.8895849	0.7738184	1.032966	0.7762331	0.6219628	1.189465	0.538431	1.117967	0.6562754	0.9234805	0.8797083	1.106344	0.9030704	0.9761224	0.4919263	0.8450291	0.7137098	1.201728	1.119751	0.8078455	1.078029	0.6543294	0.5754312	0.9273344	1.071156	0.701377	0.8183876	0.9050342	0.9473152	0.744366
"hsa_miR_5582_5p"	0.8924871	0.6510016	0.9077449	0.608699	0.7988292	1.287337	0.9932062	0.6824406	1.11104	0.8496913	0.7219307	1.243918	1.031862	0.7187572	0.8198372	0.6441207	0.8476865	1.11104	0.656744	0.9558835	0.6753805	0.6931066	0.8902414	0.8163403	0.7761865	1.239883	0.5160363	0.7997263	0.6300017	0.7221923	0.9029462	0.8739981	0.8400208	1.146749	0.9932234	0.6783152	1.493276	0.8641887	1.04299
"hsa_miR_5582_3p"	0.4501775	0.9610841	0.9143561	0.8798139	1.001164	1.033974	0.8631712	1.066869	1.126537	0.5209545	0.8659503	0.9106039	0.8757312	0.9163502	0.7834747	0.8390738	0.7324489	0.5596026	1.055238	0.9099017	0.7869509	0.9101894	0.6350666	1.060481	0.913654	0.9516674	0.7548796	1.256114	1.177373	1.203143	0.9119625	1.27517	0.9687583	0.9516674	0.9861522	0.8667903	0.7972432	1.255332	1.033974
"hsa_miR_5583_5p"	0.5503488	1.037298	1.226608	1.425483	1.054374	1.429458	0.8391925	1.374274	0.8826005	1.21574	0.4499328	0.9666874	1.115633	0.9666874	1.044468	1.118169	1.138257	0.6241855	1.063866	0.7745235	0.7006868	1.027152	1.304211	0.880427	0.9697375	0.9004593	1.515907	1.534352	1.059562	1.044468	0.7669649	1.07836	1.053133	0.829397	1.42013	0.812709	0.9319017	0.9535474	1.044468
"hsa_miR_5583_3p"	0.6543294	1.30252	0.9853509	1.234863	0.6952575	0.8345035	0.98419	1.009846	0.8078454	0.6600177	1.047766	0.9614943	0.8406751	0.5680519	1.243879	0.7949389	1.148204	0.7743753	1.055238	1.114372	0.8844665	1.07836	1.07836	1.025424	1.243528	1.082239	0.9225176	0.8867232	0.8811565	1.029744	0.8336632	1.07836	0.7665838	1.00081	0.9921535	1.107227	0.9050341	0.8450339	0.7761865
"hsa_miR_5584_5p"	1.582561	2.48304	1.879784	1.072512	2.394328	0.9883474	1.464469	1.310761	5.05169	1.29356	1.087397	2.620486	1.688464	0.8768727	2.355511	2.570529	2.233447	1.605685	1.328637	3.594646	1.498993	1.798599	1.664487	3.705264	1.347439	3.568111	1.715379	2.546195	2.515791	1.018438	4.708521	3.650878	3.522183	1.651109	1.650131	1.365932	1.742096	1.650131	1.133495
"hsa_miR_5584_3p"	0.9989556	1.335906	0.8723041	0.9555684	0.8540879	0.8825953	0.9841901	1.011544	0.6050727	1.040878	0.7109184	0.833987	1.087121	1.159235	1.222852	1.294467	0.7436354	0.9657636	0.8665216	0.8224291	1.376121	0.696306	0.9455003	0.8412318	0.7169127	0.8415332	0.8602911	0.9071704	0.9108129	0.6034382	0.9119625	1.756023	0.8787082	1.111308	1.054654	1.313343	1.694038	1.050998	1.089796
"hsa_miR_5585_5p"	0.6553721	1.112992	0.9625794	0.9156561	1.001164	1.283136	0.9731944	0.8656715	0.857978	1.305663	1.039768	0.913477	1.040878	0.9024814	0.7834747	1.079482	0.6863973	0.7663774	0.686215	0.8147905	0.9211334	0.8541607	0.4645508	1.060488	0.9055315	1.297783	0.7872237	0.6863973	0.9050342	1.030635	0.7116543	1.178659	1.123943	0.9867312	1.143327	0.9026324	1.076899	0.8168306	1.069038
"hsa_miR_5585_3p"	0.9661406	1.137191	1.639283	1.737841	1.511787	0.8004267	1.253349	1.725912	1.81523	1.61753	1.945756	1.473021	0.8854904	0.6628551	1.551504	1.248073	1.157381	1.361482	1.161067	1.121678	0.8692849	0.9969792	1.196117	1.26491	1.013375	0.6323503	1.345004	1.256113	1.255684	1.540679	1.917041	1.83416	1.459133	1.280737	0.7036841	1.384338	1.045443	0.7302036	1.478911
"hsa_miR_5586_5p"	0.9899755	0.9844794	0.7356009	1.099329	0.5390655	0.8624691	1.200057	0.654817	0.8078455	0.8847661	0.6543294	0.582484	0.8406751	0.7744354	1.434114	0.6227927	0.854937	0.963612	0.6227927	0.723802	1.277494	0.8541607	1.254714	0.7738941	1.27581	0.8683786	0.7577528	0.6884128	0.8519365	1.001164	0.8311522	0.9343196	0.9783776	0.7422352	0.7727022	0.6909386	1.042948	0.647764	0.8202776
"hsa_miR_5586_3p"	0.7431769	0.7843449	1.197447	1.286954	0.6698538	0.9534792	0.8078454	1.446218	0.8356967	0.8670119	1.001164	0.8309885	0.8670119	1.030756	0.9813509	0.5215105	1.258264	0.7556247	0.5301504	0.8081759	0.8758142	0.8541607	1.07836	0.9251241	0.9455367	0.7456992	0.6367196	0.8884202	1.069888	1.07233	0.8813717	0.9192382	0.6907105	0.9891136	0.9804568	0.863917	0.9173951	0.6887335	0.6728336
"hsa_miR_5587_5p"	0.548592	1.323435	1.044336	0.7183082	1.022079	0.7412823	0.5510066	0.567687	0.8756135	0.9219396	1.021219	0.7223127	0.8497137	0.9471697	1.080963	0.917465	0.5916554	0.8110185	0.7408783	0.5184391	0.5332805	0.875076	0.7960733	0.919687	0.5850223	0.7157851	0.7577528	0.9093356	0.7138699	0.7641927	0.9932269	0.9726226	0.6599333	0.6187706	0.8025976	0.772203	0.9737148	1.004755	0.7844911
"hsa_miR_5587_3p"	1.329879	1.478988	1.083316	0.8963578	0.8173119	1.248073	1.143531	1.076587	0.8332118	0.6600178	0.8117019	1.089945	0.6585133	0.9134771	0.9813509	0.9935731	0.713137	1.4688	0.9111794	1.116069	0.8154856	1.475919	1.800707	1.323988	0.737371	1.000755	1.113801	1.047761	1.18134	1.212433	0.888754	1.066696	1.692799	0.7927874	0.4323261	0.4859155	0.9050342	1.073211	1.189465
"hsa_miR_548au_5p"	1.392616	0.9725	1.014921	0.8769407	0.6926497	1.000373	0.8515907	0.888006	1.268919	0.9003796	1.48893	1.123664	0.9020034	1.164797	1.400514	0.9082786	1.155865	0.6941729	0.9226384	0.8859205	0.8508661	0.8541607	0.960586	0.8714337	0.9778554	0.5892584	0.8174573	0.9481247	0.774245	0.7942258	0.9637679	0.3458637	1.030183	1.129379	0.6591836	0.8303165	1.45066	0.6952268	0.5602086
"hsa_miR_548au_3p"	0.9989555	0.7392036	0.5784692	0.7096882	0.6531396	0.7214811	0.656744	0.6239434	1.136543	0.8740463	1.368483	0.7751731	0.717661	0.7475002	0.6101506	0.7867195	0.730764	0.9528921	1.050803	0.8371035	0.9178377	1.028879	0.9123833	1.235309	1.318161	0.7856905	0.819216	0.7224434	0.6515543	0.5861943	0.6666248	1.073925	1.250083	0.7856905	0.7322013	1.524289	0.7017147	0.656744	0.9511455
"hsa_miR_1295b_5p"	0.9344949	0.9488335	1.371313	0.980592	0.9488335	0.8130606	0.957972	0.6748084	0.9488335	0.9937179	0.8106246	1.017128	0.9443265	1.112992	1.107497	0.9589096	0.8504357	0.6860861	1.196226	0.2982209	1.265418	0.9825879	1.190253	1.046022	0.9165272	1.223227	1.195116	0.8064519	1.125005	0.8292101	1.407896	0.9963917	0.9797615	1.055319	0.6859101	0.5951663	0.809262	0.5112725	0.8082602
"hsa_miR_1295b_3p"	1.258973	1.00529	1.046046	0.7444718	1.232234	1.172604	0.656744	0.8756235	1.349599	0.6072689	0.8996897	0.4841145	0.988129	0.9528999	1.087991	0.8832794	0.7444718	0.919521	0.7613944	0.6009867	0.7436683	0.7526863	0.8992577	1.046046	0.8808368	0.9181042	0.8048316	0.9354991	1.244069	0.8672491	0.6015805	1.3221	0.8472683	0.9987463	1.008127	0.4492626	0.8395393	0.7750773	0.9812248
"hsa_miR_5588_5p"	0.9660401	1.249578	0.9305926	1.012309	0.7549035	1.040591	0.8078454	0.8428177	0.6567441	0.7977464	0.8644577	1.123664	0.6567441	0.7552263	0.9384222	1.040878	1.560292	1.467211	0.7624725	1.221798	0.7518949	0.8668723	1.184088	0.8995476	1.101373	1.381172	1.821427	0.7463286	0.8520923	1.526115	1.24363	1.288488	0.6390179	0.7232446	1.364451	0.9010668	0.9116514	1.137849	0.9863148
"hsa_miR_5588_3p"	1.193115	1.30252	2.383719	1.234863	1.001164	1.546937	0.8631229	1.264344	1.189934	1.051361	1.011648	0.701776	0.8511586	1.318724	1.189465	0.7230147	0.9301876	1.134147	1.065721	0.8424571	1.396149	1.327061	1.11795	0.8931004	0.9045933	0.786817	0.9173886	1.498079	1.393471	1.588272	1.614661	1.799442	1.374002	0.8424571	1.142389	1.132789	1.326346	1.004755	0.7534644
"hsa_miR_5589_5p"	0.9989555	1.30252	0.7828449	1.19584	1.239876	1.033974	1.140216	0.9725209	0.8990617	1.107139	0.5806866	0.801561	1.001855	0.5450979	1.025792	1.001855	1.189465	0.8076049	0.8990617	0.9857823	1.083233	0.7288461	1.707627	1.470435	1.055734	1.42681	0.7577528	1.137102	1.596497	0.9621416	1.10019	0.966444	1.206808	1.017929	0.8479435	1.333209	0.9050342	0.7159102	1.077549
"hsa_miR_5589_3p"	1.184511	1.488075	0.9300807	0.8918726	1.14156	1.021756	1.14752	0.9196135	0.7964893	1.226433	1.147671	1.118416	1.029522	1.112992	0.9279873	1.242825	0.7482757	0.9142731	0.6453879	1.291164	1.070022	1.263916	1.07836	1.088248	0.7902856	0.817311	0.6307156	0.8884202	0.8997864	0.8164701	1.180231	0.8918726	0.991059	0.6037946	1.146603	1.049472	1.206712	1.343404	1.084708
"hsa_miR_5590_5p"	0.8778299	0.6141632	0.9414935	0.9330628	1.114491	0.6425183	0.8639675	1.11824	0.8639675	0.960445	0.9086374	0.8117226	0.9500512	0.7452915	0.9957832	1.311309	1.189465	1.179786	0.71998	0.919521	0.7936398	1.497445	0.6256296	1.193963	0.8741994	1.007789	0.5455148	0.9800142	1.098639	0.8839483	0.7066283	0.9979272	0.7022539	1.204744	0.6958681	0.9200392	0.6894193	1.060878	1.206984
"hsa_miR_5590_3p"	0.7340811	1.127997	1.107708	0.7465786	1.352709	1.019933	0.7015563	1.195276	1.123664	0.9105158	1.016169	1.097209	0.6848732	1.231037	0.8509888	0.8404764	1.016972	0.8215566	0.8672458	0.7034127	0.751895	1.07836	1.196405	0.6702608	0.7884625	2.087053	1.364733	0.8156464	1.20447	0.9283902	0.6566991	1.093365	0.6045737	0.5946249	0.9654146	1.047649	0.9789348	1.215011	0.8942318
"hsa_miR_5591_5p"	0.8864533	0.9799901	1.048477	0.472996	0.8296246	1.401479	1.290874	0.7570137	0.7985772	0.5296252	1.238525	0.8342902	0.7375721	0.8086014	0.7742065	0.7570137	0.7648733	0.7277734	0.8093407	0.9456625	1.25867	1.279303	1.041085	0.9858623	0.6308717	0.8724806	0.7838943	0.778221	1.062657	1.180197	0.956194	0.8110418	1.156718	1.083793	0.9517798	0.7648733	0.895766	0.9255686	0.9163701
"hsa_miR_5591_3p"	1.54149	1.518207	0.9080397	1.055238	1.194924	1.400048	1.073038	1.011543	0.7455918	1.792881	0.8063048	1.212511	1.400048	0.9134771	1.070199	0.7998676	1.015892	0.8166211	1.207213	1.007615	1.757816	1.838036	1.389184	1.063029	0.7398536	1.040515	1.034362	1.21978	0.9324642	0.6465952	1.149146	0.6784968	1.079244	1.423449	0.9336578	0.4883981	1.165747	0.7928498	0.524731
"hsa_miR_548av_5p"	0.7645862	1.028236	0.7356009	0.6973928	0.5560881	0.8362005	1.165754	0.9267873	0.8965948	1.06375	0.8106246	1.23392	0.6728656	1.028236	1.271719	0.9136753	0.7367144	1.146536	1.07811	0.7761865	0.9073384	0.8827746	0.7506452	0.527024	0.8864434	0.8239666	1.022219	0.8884202	1.062263	1.111421	0.7870612	1.000485	0.6806428	0.7081121	1.182937	0.7138104	0.8001163	0.9199992	1.192279
